Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Source,year,month,day,day_of_week,day_of_year,hour,is_weekend,season,zone,zone_lat,zone_lon,industrial_density,traffic_density,distance_from_center,temperature,humidity,wind_speed,pressure,precipitation,temp_humidity_index,wind_chill,pollution_accumulation,seasonal_pollution_factor,traffic_weather_interaction,industrial_weather_interaction,rain_effect
2025-09-15 15:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,15,0,258,15,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,26.978879437089763,67.69165270427212,2.4196135577825086,1017.0182958440623,1.0577344933676518,60.82470578922582,22.139652321524746,9.447952743724246,1.2,0.20470149277742475,0.20470149277742475,1
2025-09-15 16:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,16,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,30.592440930664708,59.70207543393665,1.6373064344298953,1012.1751413842951,0.21773994232036303,60.44347864763303,27.317828061804917,15.279955351405542,1.2,0.2654223228903313,0.2654223228903313,0
2025-09-15 17:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,17,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,28.178095285398783,53.374939402972714,1.175053885550396,1009.6025225010075,0.08575880025710102,54.86556498688514,25.82798751429799,21.43627838683585,1.2,0.32183110710513063,0.32183110710513063,0
2025-09-15 18:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,18,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,32.712778179236686,50.764326823564204,2.714705593938584,1002.6719587005917,0.277897970199843,58.09494159101879,27.283366991359518,13.254259841419298,1.2,0.18844023632511137,0.18844023632511137,0
2025-09-15 19:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,19,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,29.87633370807733,52.23044993430739,2.8999789041837287,1014.6470566865847,0.2129557634986515,55.99155867523102,24.076375899709873,12.248668836246141,1.2,0.1794881503715495,0.1794881503715495,0
2025-09-15 20:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,20,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,26.380034749438934,65.06812891672914,2.0807839502427528,1022.7971955025059,1.0251653732547787,58.9140992078035,22.21846684895343,11.33863057177975,1.2,0.22721489442479176,0.22721489442479176,1
2025-09-15 21:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,21,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,32.20693169383551,53.66482589844688,3.1070431763332063,1008.3163060193875,1.121209416138373,59.039344643058946,25.992845341169094,11.281881419839722,1.2,0.1704389191800424,0.1704389191800424,1
2025-09-15 22:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,22,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,34.54449728444483,66.7249391442395,3.5868058694669367,1014.9247551731006,0.34640021093398404,67.90696685656458,27.37088554551096,7.254516934597805,1.2,0.15261164739055147,0.15261164739055147,0
2025-09-15 23:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,15,0,258,23,0,3,East,28.6692,77.4538,0.7,0.7,27.857490675399784,26.685986205814224,51.34164221365427,1.1458848042354415,1009.1933089644905,0.5309165554702305,52.35680731264136,24.39421659734334,22.675195653702506,1.2,0.32620576771799425,0.32620576771799425,0
2025-09-16 00:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,16,1,259,0,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.18858089531002,32.00554935298,2.6127887796299527,1022.4370484260355,0.186887166412142,46.19135557180002,24.963003336050114,18.82048876767838,1.2,0.16607668939379738,0.16607668939379738,0
2025-09-16 01:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,16,1,259,1,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.49367937006337,49.779554335164136,2.176233592062763,1017.6577858473938,0.09425413419588,55.383456537645436,26.141212185937842,15.811319982993082,1.2,0.18890298292271945,0.18890298292271945,0
2025-09-16 02:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,16,1,259,2,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,25.722441133965063,60.165477481219824,2.7595349231369415,1012.3348817965358,0.40642052390211364,55.805179874574975,20.20337128769118,10.59559848044779,1.2,0.15959420839728822,0.15959420839728822,0
2025-09-16 03:00:00,118.0,65.4,127.0,,,,,,,,Hourly,2025,9,16,1,259,3,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,26.65602464895502,40.67648867483009,3.757487174693583,1011.0063922257185,0.5816965767755837,46.994268986370066,19.141050299567855,12.469505254943913,1.2,0.1261169978957735,0.1261169978957735,0
2025-09-16 04:00:00,118.0,65.4,127.0,,,,,,,,Hourly,2025,9,16,1,259,4,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.615878704455174,44.4269983801115,2.1006518303806603,1008.7609993357961,1.1576399276303226,50.82937789451093,24.41457504369385,17.92300608387428,1.2,0.1935076986461712,0.1935076986461712,1
2025-09-16 05:00:00,119.0,65.7,128.5,,,,,,,,Hourly,2025,9,16,1,259,5,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.843647152531208,45.74060271653832,1.982679746151659,1011.546942470437,1.6483861858800075,51.713948510800364,24.87828766022789,18.191492852515847,1.2,0.20116138877267586,0.20116138877267586,1
2025-09-16 06:00:00,119.0,65.7,128.5,,,,,,,,Hourly,2025,9,16,1,259,6,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.152187756288903,55.217195885543504,1.7443595567249817,1005.5583686402236,0.11409817147485338,57.760785699060655,26.66346864283894,16.31812566422552,1.2,0.2186302441783605,0.2186302441783605,0
2025-09-16 07:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,16,1,259,7,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.3859900751497,66.12465898718571,2.3111721789859536,997.4243722738449,0.22074015092429342,61.448319568742555,23.76364571717779,10.230619001875224,1.2,0.18120471167517177,0.18120471167517177,0
2025-09-16 08:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,16,1,259,8,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.995904677714964,64.69967606439076,3.1243701229622043,1012.2195453304114,0.40379989084039863,64.34574270991034,25.747164431790555,8.558961219090552,1.2,0.14547675938673224,0.14547675938673224,0
2025-09-16 09:00:00,116.0,64.8,124.0,,,,,,,,Hourly,2025,9,16,1,259,9,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,26.416123410857423,53.64400641697688,3.6507690840718587,1016.1945056639335,0.766038088807219,53.23812661934586,19.114585242713705,9.967382328609904,1.2,0.12901092037764336,0.12901092037764336,0
2025-09-16 10:00:00,116.0,64.8,124.0,,,,,,,,Hourly,2025,9,16,1,259,10,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.131086457789745,50.0331666006623,2.3145689792079667,1010.1014841838277,0.8652615119587902,55.1476697581209,25.50194849937381,15.07491131208183,1.2,0.18101901145028307,0.18101901145028307,0
2025-09-16 11:00:00,116.0,64.8,124.0,,,,,,,,Hourly,2025,9,16,1,259,11,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.16610572601152,49.27150665033789,1.3956843859341586,1018.3233476332214,0.15264844897707305,56.80185905118047,29.374736954143206,21.17494843957976,1.2,0.2504503529441503,0.2504503529441503,0
2025-09-16 12:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,16,1,259,12,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,34.316693357416895,54.63724112478202,3.112394396242185,1024.915743261071,0.1179657305198873,61.635313919807906,28.091904564932527,11.030741340536176,1.2,0.1459004030713267,0.1459004030713267,0
2025-09-16 13:00:00,122.0,66.6,133.0,,,,,,,,Hourly,2025,9,16,1,259,13,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.435546926398445,40.642753701943136,0.9389519380662188,1015.1445302376859,0.17365255672236066,52.75692377737001,30.55764305026601,30.61305705042685,1.2,0.30944552478098036,0.30944552478098036,0
2025-09-16 14:00:00,122.0,66.6,133.0,,,,,,,,Hourly,2025,9,16,1,259,14,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,27.703246243179844,50.62503563012797,0.728008418083337,1014.9576454820675,1.7413514225820896,53.01576405824383,26.24722940701317,28.573335553907476,1.2,0.3472205307110163,0.3472205307110163,1
2025-09-16 15:00:00,123.0,66.9,134.5,,,,,,,,Hourly,2025,9,16,1,259,15,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.726071787458846,60.8046329090885,2.1229501485859097,1015.2584030241986,2.3625959886829824,59.1283882420031,24.480171490287027,12.550750164442874,1.2,0.1921260255376422,0.1921260255376422,1
2025-09-16 16:00:00,121.0,66.3,131.5,,,,,,,,Hourly,2025,9,16,1,259,16,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,30.425608364413144,54.04067970125857,0.9745212670240659,1011.7791425349483,2.552314368433203,57.44594821504243,28.47656583036501,23.27618398763049,1.2,0.30387112563456986,0.30387112563456986,1
2025-09-16 17:00:00,120.0,66.0,130.0,,,,,,,,Hourly,2025,9,16,1,259,17,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,34.483736370694984,59.46411683050807,2.080969364221162,1018.2657909328283,0.10852144142566916,64.21579478594902,30.321797642252662,13.156860188299532,1.2,0.19474390332072447,0.19474390332072447,0
2025-09-16 18:00:00,121.0,66.3,131.5,,,,,,,,Hourly,2025,9,16,1,259,18,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.431345946491252,51.38301918839817,3.187762365928182,1020.3178387497823,0.013299021031201815,57.12285554069034,25.05582121463489,11.60929789310676,1.2,0.1432746052836298,0.1432746052836298,0
2025-09-16 19:00:00,123.0,66.9,134.5,,,,,,,,Hourly,2025,9,16,1,259,19,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,25.705051437772678,47.40073701015311,4.644919095453111,1018.6713110858054,0.16637139819826552,49.405419942849235,16.415213246866458,9.317983499925575,1.2,0.1062902744670495,0.1062902744670495,0
2025-09-16 20:00:00,123.0,66.9,134.5,,,,,,,,Hourly,2025,9,16,1,259,20,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,31.885099870551915,64.22282675316042,1.7105070550373898,1013.7194287102473,0.06133719734745968,63.99651324713213,28.464085760477136,13.19943926371594,1.2,0.2213607962705426,0.2213607962705426,0
2025-09-16 21:00:00,120.0,66.0,130.0,,,,,,,,Hourly,2025,9,16,1,259,21,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,27.76915883141982,62.75124605181695,1.3477705960430766,1014.5930871107204,0.6052803793716818,59.1447818573283,25.073617639333666,15.865584998364811,1.2,0.2555615957586476,0.2555615957586476,0
2025-09-16 22:00:00,120.0,66.0,130.0,,,,,,,,Hourly,2025,9,16,1,259,22,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,28.09452021769346,63.7779748785204,1.489494345719698,1005.956037849298,0.20356317764884838,59.98350765695366,25.115531526254063,14.549952757979865,1.2,0.24101279885676688,0.24101279885676688,0
2025-09-16 23:00:00,118.0,65.4,127.0,,,,,,,,Hourly,2025,9,16,1,259,23,0,3,West,28.6692,77.1025,0.6,0.6,13.320157249071446,32.73191155724271,43.570734874166924,3.196455547993445,1002.7892909331451,0.9455282724702628,54.517278994326176,26.33900046125582,13.446887374468913,1.2,0.14297780427744383,0.14297780427744383,0
2025-09-17 00:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,17,2,260,0,0,3,Central,28.6139,77.209,0.3,0.8,0.0,28.821670886728352,60.8974615494232,3.359160324268959,1016.5240575400979,0.007353347814152036,59.27040166143995,22.103350238190433,8.97019965814962,1.2,0.1835215822520044,0.06882059334450165,0
2025-09-17 01:00:00,116.0,64.8,124.0,,,,,,,,Hourly,2025,9,17,2,260,1,0,3,Central,28.6139,77.209,0.3,0.8,0.0,25.071741168415763,72.03314423369173,2.9847812161570473,1010.1873403877695,0.5107949006465674,61.08831328526163,19.102178736101667,7.018416883946195,1.2,0.20076384539162379,0.07528644202185891,0
2025-09-17 02:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,2,0,3,Central,28.6139,77.209,0.3,0.8,0.0,32.942457515231354,44.12452704489426,1.687817778993216,1013.1396564722791,0.1247153886552129,55.00472103767848,29.566821957244922,20.78841556589271,1.2,0.2976392247467231,0.11161470928002117,0
2025-09-17 03:00:00,111.0,63.3,116.5,,,,,,,,Hourly,2025,9,17,2,260,3,0,3,Central,28.6139,77.209,0.3,0.8,0.0,25.30348033517348,33.4416495270815,2.8368848834801392,1014.708855415971,0.2103776884677953,42.02430509871423,19.6297105682132,17.346976126254955,1.2,0.20850247643457637,0.07818842866296613,0
2025-09-17 04:00:00,110.0,63.0,115.0,,,,,,,,Hourly,2025,9,17,2,260,4,0,3,Central,28.6139,77.209,0.3,0.8,0.0,34.80425179613978,57.92350051119213,0.0,1014.8001065983216,0.175107054276753,63.766002051735846,34.80425179613978,42.07649948880787,1.2,0.8,0.3,0
2025-09-17 05:00:00,108.0,62.4,112.0,,,,,,,,Hourly,2025,9,17,2,260,5,0,3,Central,28.6139,77.209,0.3,0.8,0.0,27.042337697760406,54.51192122035346,2.2308919185678637,1003.820525299902,0.21769022833951648,54.29829830793713,22.58055386062468,14.07910878052824,1.2,0.2476096446935962,0.09285361676009857,0
2025-09-17 06:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,17,2,260,6,0,3,Central,28.6139,77.209,0.3,0.8,0.0,29.841189532858937,67.01378080058481,2.8274515907495363,1015.6668551340995,0.06003429396024611,63.34807993315134,24.186286351359865,8.618324338611803,1.2,0.20901636011112415,0.07838113504167155,0
2025-09-17 07:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,17,2,260,7,0,3,Central,28.6139,77.209,0.3,0.8,0.0,29.162817962112705,64.601214990982,1.5072847695453437,1011.8900325164209,1.7282245437029906,61.463425457603705,26.148248423022018,14.118374362173869,1.2,0.319070258678701,0.11965134700451287,1
2025-09-17 08:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,17,2,260,8,0,3,Central,28.6139,77.209,0.3,0.8,0.0,31.95788489528135,56.432650319200675,2.7731673931182192,1013.0489598962986,0.06759332249510655,60.174210054881684,26.41155010904491,11.546625193533865,1.2,0.2120234584500807,0.07950879691878025,0
2025-09-17 09:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,17,2,260,9,0,3,Central,28.6139,77.209,0.3,0.8,0.0,34.354450447726926,62.801949004077784,1.0746815482879077,1018.2811144301535,0.8092126495674058,65.75542494976582,32.20508735115111,17.929523220862123,1.2,0.3856013471851549,0.14460050519443307,0
2025-09-17 10:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,17,2,260,10,0,3,Central,28.6139,77.209,0.3,0.8,0.0,31.976807446824736,60.54368082658656,2.817864080147273,1012.0837279991528,0.3155159053960613,62.24864786011801,26.34107928653019,10.334657899055282,1.2,0.20954124693960827,0.07857796760235308,0
2025-09-17 11:00:00,109.0,62.7,113.5,,,,,,,,Hourly,2025,9,17,2,260,11,0,3,Central,28.6139,77.209,0.3,0.8,0.0,30.276258251447842,39.39344349971196,1.1793411788378192,1014.0397584798487,0.1856039163553886,49.972980001303824,27.917575893772202,27.809577081734307,1.2,0.36708341390888477,0.1376562802158318,0
2025-09-17 12:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,17,2,260,12,0,3,Central,28.6139,77.209,0.3,0.8,0.0,28.011451708412,42.930418032249435,2.022325889552249,1012.185544336055,0.9963989257505138,49.476660724536714,23.966799929307502,18.882669855369336,1.2,0.26469680280524555,0.09926130105196708,0
2025-09-17 13:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,13,0,3,Central,28.6139,77.209,0.3,0.8,0.0,30.325544004980326,70.12818056597278,3.0938200441344677,1016.432592730485,0.2199821463291041,65.38963428796671,24.13790391671139,7.296808143002495,1.2,0.19541650374842975,0.07328118890566115,0
2025-09-17 14:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,14,0,3,Central,28.6139,77.209,0.3,0.8,0.0,28.303042494926537,63.35631281722445,2.8238280881941678,1012.9398447521579,0.2369245360517913,59.98119890353876,22.655386318538202,9.582984992424388,1.2,0.2092144263676368,0.07845540988786379,0
2025-09-17 15:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,17,2,260,15,0,3,Central,28.6139,77.209,0.3,0.8,0.0,28.208020777263698,50.021431931866466,2.8011409591845275,1016.8054633702541,0.3839506694092359,53.21873674319693,22.605738858894643,13.148306943832889,1.2,0.21046312372788903,0.07892367139795839,0
2025-09-17 16:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,16,0,3,Central,28.6139,77.209,0.3,0.8,0.0,26.896797476995193,63.66088751288343,3.1722301853503936,1010.998363488672,0.0238123859565487,58.72724123343691,20.552337106294406,8.709757341459992,1.2,0.19174397491513623,0.07190399059317608,0
2025-09-17 17:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,17,2,260,17,0,3,Central,28.6139,77.209,0.3,0.8,0.0,36.80410792219776,57.43769710602679,3.9023437079386403,1011.6506003115329,1.3586827366382102,65.52295647521115,28.999420506320476,8.68203158114958,1.2,0.16318725239613763,0.0611952196485516,1
2025-09-17 18:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,18,0,3,Central,28.6139,77.209,0.3,0.8,0.0,30.724852079499943,41.082725996003724,1.7564927738626896,1015.4457054031767,0.09017612166078622,51.266215077501805,27.211866531774564,21.37399907689043,1.2,0.2902238698340411,0.10883395118776538,0
2025-09-17 19:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,17,2,260,19,0,3,Central,28.6139,77.209,0.3,0.8,0.0,26.014419785614642,36.93315606009655,4.792034967427959,1007.1605897436344,0.12403109355089935,44.48099781566292,16.430349850758724,10.888546822414858,1.2,0.13812071309977816,0.0517952674124168,0
2025-09-17 20:00:00,112.0,63.6,118.0,,,,,,,,Hourly,2025,9,17,2,260,20,0,3,Central,28.6139,77.209,0.3,0.8,0.0,35.03821671630138,54.15880196623788,3.5146933766505026,1014.2126233816405,0.7241496237515466,62.11761769942032,28.008829963000373,10.153778830440126,1.2,0.17719918790886488,0.06644969546582433,0
2025-09-17 21:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,17,2,260,21,0,3,Central,28.6139,77.209,0.3,0.8,0.0,27.881551649944488,58.89904961457216,4.275818251998082,1004.768136939849,0.5730823643167734,57.331076457230566,19.329915145948323,7.790440917835239,1.2,0.15163524628563926,0.05686321735711472,0
2025-09-17 22:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,22,0,3,Central,28.6139,77.209,0.3,0.8,0.0,28.65758284481905,52.863968588862306,3.4700208460484347,1010.3769500964312,0.16605657460914203,55.08956713925021,21.71754115272218,10.544924293318822,1.2,0.1789700825908255,0.06711378097155955,0
2025-09-17 23:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,17,2,260,23,0,3,Central,28.6139,77.209,0.3,0.8,0.0,32.6867853165778,57.45309300690257,3.0925978735203166,1022.9449809165424,1.2681248402879592,61.413331820029086,26.501589569537163,10.396063407153166,1.2,0.19547486088875538,0.07330307283328326,1
2025-09-18 00:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,18,3,261,0,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,32.11694901901894,49.98076222633366,1.4438292648225313,1011.4139706913604,0.2695609967001746,57.107330132185766,29.229290489373877,20.467566410495007,1.2,0.24551633317296062,0.20459694431080053,0
2025-09-18 01:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,18,3,261,1,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,38.17284572275881,55.90112692120841,2.8522335278603492,1015.6222883202946,0.4135790151273126,66.12340918336301,32.46837866703811,11.447611563488334,1.2,0.15575379728685834,0.12979483107238196,0
2025-09-18 02:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,18,3,261,2,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.793948141463463,62.50155751006472,3.1067408179329066,1018.6390940818027,0.1505112767383776,61.044726896495824,23.58046650559765,9.130949371382489,1.2,0.14610125805358345,0.12175104837798621,0
2025-09-18 03:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,18,3,261,3,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,25.570970102330673,53.69575454025581,3.1128571904704687,1002.1755785575594,0.2266634683695572,52.41884737245858,19.345255721389734,11.258413145740043,1.2,0.14588398580680262,0.12156998817233552,0
2025-09-18 04:00:00,116.0,64.8,124.0,,,,,,,,Hourly,2025,9,18,3,261,4,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,24.97891320977388,39.46384011763049,2.5250980191031807,1012.0354762308374,0.5393087641119849,44.71083326858913,19.928717171567516,17.17290116595694,1.2,0.17020803301028373,0.14184002750856978,0
2025-09-18 05:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,18,3,261,5,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,36.8685905932075,55.040151467813125,1.5415219767496935,999.212168275124,0.09429367289397084,64.38866632711407,33.785546639708116,17.690127783071627,1.2,0.23607901308306967,0.19673251090255806,0
2025-09-18 06:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,18,3,261,6,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.264712397822397,51.369607325913876,2.8835852518695724,1012.8164955526732,2.58836212293192,54.94951606077933,23.497541894083252,12.522035572844777,1.2,0.15449641531910693,0.12874701276592246,1
2025-09-18 07:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,18,3,261,7,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,34.14120825037933,56.213604385753364,3.506710373952335,1019.1377150549258,0.5205356919416374,62.24801044325601,27.12778750247466,9.715821959032716,1.2,0.13313480348501,0.11094566957084166,0
2025-09-18 08:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,18,3,261,8,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,30.033091012963304,63.2690038064091,3.8490995908501078,1015.2897338971279,1.023801751083459,61.667592916167855,22.33489183126309,7.574807550436698,1.2,0.12373431165079712,0.10311192637566427,1
2025-09-18 09:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,18,3,261,9,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,29.54599304420979,59.717963421555176,2.283528726488041,1011.7757681546739,0.17002517084728463,59.40497475498738,24.978935591233707,12.267910511484766,1.2,0.18273024236390376,0.1522752019699198,0
2025-09-18 10:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,18,3,261,10,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,34.02213360440241,57.81469168170655,2.016226484696424,1018.9803559833679,1.2736011895504187,62.92947944525569,29.989680635009563,13.986120913774585,1.2,0.19892405396088436,0.16577004496740363,1
2025-09-18 11:00:00,111.0,63.3,116.5,,,,,,,,Hourly,2025,9,18,3,261,11,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,25.87550400699049,42.03632047485678,2.7562383780545923,1016.4650187098433,0.03700830254636517,46.89366424441888,20.363027250881306,15.431310180895231,1.2,0.1597342712606936,0.13311189271724466,0
2025-09-18 12:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,18,3,261,12,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,27.562879919850054,53.913771218189936,2.854224095185621,1013.7730792141939,1.1705483897253903,54.51976552894502,21.85443172947881,11.957329839584881,1.2,0.15567335608468394,0.12972779673723664,1
2025-09-18 13:00:00,117.0,65.1,125.5,,,,,,,,Hourly,2025,9,18,3,261,13,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.971206402704517,51.76416404197343,1.8269327977821574,1014.57417651472,0.5582352149072028,54.85328842369123,25.3173408071402,17.062958127575413,1.2,0.21224416812126704,0.17687014010105587,0
2025-09-18 14:00:00,110.0,63.0,115.0,,,,,,,,Hourly,2025,9,18,3,261,14,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,34.37214594607348,68.16648665469506,1.1811330301273126,1017.9637666202334,0.2615801916853391,68.45538927342102,32.009879885818854,14.59494350211496,1.2,0.2750863847882667,0.22923865399022225,0
2025-09-18 15:00:00,110.0,63.0,115.0,,,,,,,,Hourly,2025,9,18,3,261,15,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.311952935644342,40.60856256734337,1.181881168044482,1006.7317901746671,0.5964997345586545,51.61623421931603,28.948190599555378,27.22028967594344,1.2,0.27499206134023874,0.22916005111686563,0
2025-09-18 16:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,18,3,261,16,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,32.24508499913826,49.692274357523644,3.114761997974496,1018.1518149876857,0.3430800895688038,57.09122217790008,26.015561003189266,12.226156863322956,1.2,0.14581645312544245,0.12151371093786871,0
2025-09-18 17:00:00,107.0,62.1,110.5,,,,,,,,Hourly,2025,9,18,3,261,17,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,24.92620653916845,59.07370826060772,2.2949491611633066,1011.8305161122737,0.5071570442583887,54.46306066947231,20.336308216841836,12.420917512712988,1.2,0.18209689153084396,0.15174740960903665,0
2025-09-18 19:00:00,110.0,63.0,115.0,,,,,,,,Hourly,2025,9,18,3,261,19,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,28.639983430706483,55.40094038305242,3.685582712336956,1016.803177927515,0.13445643652299624,56.340453622232694,21.26881800603257,9.518359263943843,1.2,0.1280523761580867,0.10671031346507225,0
2025-09-18 20:00:00,111.0,63.3,116.5,,,,,,,,Hourly,2025,9,18,3,261,20,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,32.13994264022241,59.548461002869146,1.2310333778978346,1008.089387593451,0.3873248424055761,61.91417314165698,29.67787588442674,18.131301574360954,1.2,0.2689336725949582,0.22411139382913184,0
2025-09-18 21:00:00,113.0,63.9,119.5,,,,,,,,Hourly,2025,9,18,3,261,21,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,30.013116075137493,47.32022995874169,2.393180587938963,1014.2316383773879,0.33421711596851567,53.673231054508335,25.226754899259568,15.525189030170745,1.2,0.1768252483032279,0.14735437358602327,0
2025-09-18 22:00:00,114.0,64.2,121.0,,,,,,,,Hourly,2025,9,18,3,261,22,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,26.751828997078693,73.05163569489227,2.8224306504773393,1013.1424508853461,0.0844950635948183,63.277646844524824,21.106967696124016,7.050059705266977,1.2,0.15696818460920223,0.13080682050766854,0
2025-09-18 23:00:00,115.0,64.5,122.5,,,,,,,,Hourly,2025,9,18,3,261,23,0,3,North,28.7041,77.1025,0.5,0.6,15.491675541722095,31.237202959722982,39.71669035628303,2.4100375885588585,1018.075629532312,0.2886227266552305,51.0955481378645,26.417127782605263,17.678195057431537,1.2,0.1759511396628242,0.14662594971902018,0
